name,DFT-per,GCN-per
DEPWUR_FSR_relaxed,0.516206026,0.417951703
IXIPIQ_FSR_relaxed,2.995049953,2.796392679
XEDBOZ_FSR_relaxed,4.58658123,4.197853565
GOYLOX_FSR_relaxed,1.633247972,2.043094635
LUYRII_FSR_relaxed,3.230973005,2.982488632
CIRGEQ_FSR_relaxed,0.843484998,1.1733706
YIKJIO_FSR_relaxed,2.778963089,2.894735098
GITKOM_FSR_relaxed,2.026398897,2.008830547
OHAMOB_FSR_relaxed,2.376179934,1.822360396
QEJZUB_FSR_relaxed,0.133973002,0.214660287
PUNBEG_FSR_relaxed,3.288903952,3.157603264
KEYZEV_FSR_relaxed,1.64548099,1.930859327
HOCCOS_FSR_relaxed,2.024926901,0.731326699
MAXTUD_FSR_relaxed,1.681000948,1.683577418
AKECAW_FSR_relaxed,2.243855953,2.665639639
XAZFEM_FSR_relaxed,2.517864943,2.613111258
DURVUI01_FSR_relaxed,2.878396988,2.805520058
NATXOX01_FSR_relaxed,0.35412699,0.50188005
NIPJUU_FSR_relaxed,2.794457912,2.988028765
GOBPES_FSR_relaxed,3.930449963,3.904686689
GUGWAI_FSR_relaxed,2.345606089,2.376113415
JUDKOI_FSR_relaxed,3.011693954,2.540151834
WAZMUH_FSR_relaxed,5.054623127,4.595498085
VOFNAH_FSR_relaxed,2.223795891,2.987185955
SRFORA06_FSR_relaxed,4.695271969,5.25585556
YOKQAR_FSR_relaxed,3.458096981,3.097173214
FUZKAN_FSR_relaxed,0.394715995,1.101566076
SINKIL_FSR_relaxed,2.433613062,2.649700403
KINDIW_FSR_relaxed,2.847352982,2.613490582
EREYOQ_FSR_relaxed,2.234483004,2.13260746
IGEHOS_FSR_relaxed,3.295969009,3.246799231
MOYLAO_FSR_relaxed,3.016284943,2.842095613
ASEBAD_FSR_relaxed,1.600252032,1.048086524
FELRAR_FSR_relaxed,2.821270943,2.135809898
HOCMIV_FSR_relaxed,5.420265198,5.133314133
CIDMIN_FSR_relaxed,1.892534018,2.126165152
KORMOV_freeONLY_relaxed,0.218556002,0.360534549
ACOGAB_freeONLY_relaxed,3.331161022,2.554929733
DACQAC_FSR_relaxed,2.60965991,2.151511669
UMEXUF_FSR_relaxed,3.011890888,3.097808838
FETMOH_FSR_relaxed,3.512916088,3.3371768
AVUXOE_FSR_relaxed,2.686774969,2.543898344
VELMAB_FSR_relaxed,0.831930995,0.675651312
CAXYAD_FSR_relaxed,0.867601991,0.792271018
YEJDAV_FSR_relaxed,2.946397066,2.829293966
SEZVUO_FSR_relaxed,5.69046402,4.786147118
QOLFIH_FSR_relaxed,0.668627977,0.275206089
MEHRIA_FSR_relaxed,3.222907066,3.293801785
GEFDIE_FSR_relaxed,3.452792883,2.888564348
OWAZAO_FSR_relaxed,2.516138077,2.791153908
OZAYIZ_FSR_relaxed,1.611533046,2.338279486
OMODIE_FSR_relaxed,1.758067012,1.856179595
ZURQOS_freeONLY_relaxed,1.130483031,2.908046484
BADXUZ01_FSR_relaxed,0.633836985,0.769110799
FASKUI_FSR_relaxed,1.772891045,2.161901712
EKEVAR01_FSR_relaxed,2.760514021,2.764393806
OSEWOZ_FSR_relaxed,1.163625956,2.118447065
ULIMOT_FSR_relaxed,1.086356044,1.044120669
CIJXAW_FSR_relaxed,3.283281088,3.037279606
RALJOF_FSR_relaxed,2.723773003,2.556958914
UKALOJ_FSR_relaxed,2.888816118,2.98433876
MUQCEH_FSR_relaxed,0.924142003,0.854425788
WUYFAY_FSR_relaxed,2.63952589,2.532628059
ODIXUW01_FSR_relaxed,2.52778101,2.503926992
BEPNUH_FSR_relaxed,3.01748991,3.069291592
QITLEM_FSR_relaxed,3.329664946,3.002251148
NAQXAG_FSR_relaxed,1.981485009,2.436208725
NINFUN_FSR_relaxed,3.528670073,3.026290894
CURYAQ_FSR_relaxed,0.621320009,0.684037805
NEPRUW_FSR_relaxed,1.334005952,2.057315826
HILJUJ_freeONLY_relaxed,0.107134998,0.202139258
DIXJIF_FSR_relaxed,2.256774902,2.064895153
FISPUV_FSR_relaxed,1.680299997,1.1489501
PEWGEF_freeONLY_relaxed,0.213258997,0.559086919
WITBIM01_FSR_relaxed,1.958724022,2.458843708
JEYCIZ02_FSR_relaxed,1.799628973,2.008221865
WAZCAB_FSR_relaxed,3.914736986,3.78394556
LAWLAW_FSR_relaxed,3.536827087,3.44372797
BELCUT_FSR_relaxed,0.236634001,0.411284685
JOFKOF_FSR_relaxed,0.888435006,0.790804029
JUGMUV_FSR_relaxed,2.247718096,2.457005978
XUJDAH_FSR_relaxed,1.063575029,1.028271079
MITREN_FSR_relaxed,4.580136776,3.567137957
OTIQAL_FSR_relaxed,0.567991018,0.47905457
UTEJUA_FSR_relaxed,2.224628925,1.966074228
REXSAQ_FSR_relaxed,3.21817708,3.118368864
CABNUS_FSR_relaxed,1.849792957,0.692131877
FOKYIP_FSR_relaxed,3.151268005,2.898620605
UYASET_FSR_relaxed,1.289484024,2.254343033
VECRON_FSR_relaxed,3.182986021,2.848423719
ODAJAG_freeONLY_relaxed,3.699229002,3.379562378
AMUFIZ_FSR_relaxed,0.035980001,0.35784018
UZIGUG_FSR_relaxed,2.971872091,2.932720661
KIRJUS_FSR_relaxed,0.68009001,0.831694245
SAFKER_FSR_relaxed,0.934457004,0.804403186
QEJCEO_FSR_relaxed,2.587399006,2.774744034
NIGROM_FSR_relaxed,0.56952399,0.602413774
RELLAW_FSR_relaxed,1.926162958,1.373735189
MUPYUS_freeONLY_relaxed,4.316119194,4.024377823
LIHFUF_FSR_relaxed,4.114428997,4.293906689
KOKGOH_FSR_relaxed,0.452834994,0.689233661
ZILBAZ_freeONLY_relaxed,0.32269299,1.110025167
EMIVAY_FSR_relaxed,2.609503031,3.190367699
LUPCUW_FSR_relaxed,2.69669795,2.710514307
DINDIP_FSR_relaxed,1.935660958,2.131257057
UGELAT_FSR_relaxed,3.664248943,3.283182144
ATOBOC_FSR_relaxed,2.932563066,2.992986917
QIYRUM01_FSR_relaxed,1.441329002,1.278940439
ATETIE_FSR_relaxed,2.833338022,2.909072161
BEPNUI_FSR_relaxed,3.327392101,3.292207241
WOSCEO_FSR_relaxed,2.872642994,2.941005468
MISQUB_FSR_relaxed,0.928417981,0.708557844
MUMYAW_freeONLY_relaxed,0.620315015,0.695366144
OYIHIP_FSR_relaxed,1.962995052,1.797138333
WOMCUY_FSR_relaxed,2.523015976,2.915508986
KUNWEW_freeONLY_relaxed,2.272141933,2.739794254
MUTVUT_FSR_relaxed,3.438596964,3.131444454
ROTDUB_FSR_relaxed,2.005207062,2.16612792
COKMOG_FSR_relaxed,0.167653993,0.461509943
IZUPOI_FSR_relaxed,0.729349971,0.599727154
PIZRIB_FSR_relaxed,0.872201025,0.714977384
EFOZIK_FSR_relaxed,2.885646105,2.725386143
GADSAH_FSR_relaxed,1.372925997,1.097273111
RORSID01_FSR_relaxed,0.446527004,0.710016608
JOSNAG01_FSR_relaxed,4.562823772,4.533770561
QEVLAF_FSR_relaxed,2.114476919,2.392781258
RECTAU_FSR_relaxed,0.469280005,0.24178648
QOYDIR02_FSR_relaxed,0.790279984,0.696680069
VEDBIR_FSR_relaxed,1.873227,1.878740311
BOYWES_FSR_relaxed,0.443697006,0.441639781
KAHMIR_FSR_relaxed,4.078798771,3.925356865
DEGJUW_FSR_relaxed,0.47427699,0.896568894
GUKREJ_FSR_relaxed,3.057368994,2.961469412
OYUDOD_FSR_relaxed,0.719312012,0.797093511
OBUFIB_SL_relaxed,1.442764044,1.44689846
KAZZUI_FSR_relaxed,1.849401951,1.611707687
ISEGET_FSR_relaxed,0.378917009,0.403263807
IWENII_FSR_relaxed,3.095674038,3.152251244
DUMXEQ01_FSR_relaxed,2.764659882,2.626844168
HORWEQ_FSR_relaxed,0.746263981,0.830429077
GERPID01_FSR_relaxed,2.435646057,2.622909307
UMUSEC_FSR_relaxed,1.861026049,2.154373169
ABAZAF01_FSR_relaxed,1.500148058,2.014576435
WIYXUZ_FSR_relaxed,2.457354069,2.85786581
TEDFUE_FSR_relaxed,3.078453064,2.967088699
FOMNOM_FSR_relaxed,1.961799979,1.863469124
SUJFIN_FSR_relaxed,2.187352896,2.538219213
UDOGEA_FSR_relaxed,0.675229013,0.73159945
UJATAB_FSR_relaxed,2.831810951,2.834149361
XENZAT_FSR_relaxed,1.403403997,1.499116898
PASFEW_FSR_relaxed,0.681439996,0.446047544
FIBKOR_FSR_relaxed,2.647996902,2.685170889
KOSKUA_FSR_relaxed,1.071220994,0.465010881
ODISOK_FSR_relaxed,3.0545609,2.852059364
ILIFUE_freeONLY_relaxed,0.178522006,0.34025538
HEHGOS_FSR_relaxed,3.275235891,2.949755192
FOPWEO_FSR_relaxed,2.116461039,2.287515402
ACUFIO01_FSR_relaxed,3.105916023,2.91511178
IXOJOW_FSR_relaxed,0.482282996,0.374614358
QENBAP_FSR_relaxed,0.767314017,0.745137691
SUHROD_FSR_relaxed,2.693135977,3.178846836
MIHKUL_FSR_relaxed,0.098305002,0.875730753
DUBFOW_FSR_relaxed,2.226042986,2.501409769
AXOVIT_FSR_relaxed,0.75029999,0.436984897
XUKYUY_FSR_relaxed,0.866173983,0.478460431
LAMXOO_FSR_relaxed,0.832489014,0.805858493
DUFROM_FSR_relaxed,3.080135107,3.135596275
WECLIC_FSR_relaxed,2.49952507,2.286236525
PASGEX01_FSR_relaxed,2.499232054,2.467398167
RABXIC_FSR_relaxed,0.553592026,0.574354768
ZUBKEO_FSR_relaxed,0.553573012,0.483201146
GIFKUE_FSR_relaxed,1.678701043,2.023540974
HADXIU_FSR_relaxed,2.448918104,2.403765678
KIYDAA_FSR_relaxed,0.358352989,0.644686937
NABVUJ_FSR_relaxed,2.545670033,2.458708286
GEWFAS_FSR_relaxed,1.620990992,1.292505383
NIHFOA_FSR_relaxed,2.407139063,2.817906141
MUTJOB_FSR_relaxed,3.271888971,3.177999258
ZOMNAS_FSR_relaxed,2.764389038,2.811327934
ILEDIO_FSR_relaxed,0.267986,0.564022183
MINCIX_FSR_relaxed,2.972723961,2.164713383
PEQMUV_FSR_relaxed,3.334990978,3.138760567
HESLUN_FSR_relaxed,2.4732759,2.969668388
DIQNUO_FSR_relaxed,2.977732897,3.285871506
ESEHEP_FSR_relaxed,0.731365025,0.433053017
BODKEL_FSR_relaxed,3.588031054,3.394175053
FIBKIL_FSR_relaxed,3.605262041,2.734468699
IXISAJ_freeONLY_relaxed,0.525610983,0.569465995
NAMLAR_FSR_relaxed,1.97737205,1.35996151
AHITET_FSR_relaxed,3.244584084,3.086939812
HAYGIZ_FSR_relaxed,3.05073595,2.943127871
AGAWOU_FSR_relaxed,0.73428899,0.490860343
PEDSUN_FSR_relaxed,1.042436004,0.865249515
RUDGIH_FSR_relaxed,3.54240799,3.822764874
QIMNIL_FSR_relaxed,4.54832077,4.293496132
DOWCOJ_FSR_relaxed,3.247488976,3.178429365
GIZTUF_FSR_relaxed,1.510151982,1.284125566
NALBAF_FSR_relaxed,2.532680035,2.85730505
CIGYUP_FSR_relaxed,1.678379059,1.582150817
CIFGUT_FSR_relaxed,1.826424956,1.883438468
TIPKAF_FSR_relaxed,3.051255941,3.152784824
BIBXOB_freeONLY_relaxed,0.446987987,0.50308001
EROJUS02_FSR_relaxed,3.322802067,3.229999065
LUGWAM01_FSR_relaxed,4.035984039,4.275123596
PUQFIQ_FSR_relaxed,0.492469013,0.930725217
EBIYAR_FSR_relaxed,2.89477396,2.395699978
KIFJOZ_FSR_relaxed,2.932131052,1.636220455
MOLKAA_FSR_relaxed,0.939426005,0.668699861
JIQMAA_FSR_relaxed,2.723427057,2.903236866
TELXUG_FSR_relaxed,3.162098885,3.173849106
AXUPOA_FSR_relaxed,0.715615988,0.636758447
HUGVAH_FSR_relaxed,2.979626894,3.595297337
JAYHUN_FSR_relaxed,3.334196091,3.233091116
AWAYEC_FSR_relaxed,2.985476017,3.080728054
WECFAN_FSR_relaxed,0.418769985,0.392723083
NADCUS_FSR_relaxed,3.487215042,2.892457485
UDUJUA_FSR_relaxed,2.19914794,2.467771292
ANIDEH_FSR_relaxed,0.434170008,0.419893384
ANAWIX_FSR_relaxed,3.334104061,3.313310146
WONRUO_FSR_relaxed,0.436545998,0.687955618
TUBYAR_FSR_relaxed,2.863697052,2.954582691
JUMSES_FSR_relaxed,1.371467948,0.734860182
NUGTAN_FSR_relaxed,1.364779949,1.859161258
BOJHAM_FSR_relaxed,2.256774902,2.586522818
EXUYAY_FSR_relaxed,2.969660997,2.749456882
TURTAB_FSR_relaxed,0.422338009,0.776780009
CDACET01_FSR_relaxed,4.288200855,4.518665314
UNAWEN_FSR_relaxed,2.406964064,2.446817398
RANPUT_FSR_relaxed,4.730425835,4.687506676
EBOKAJ_FSR_relaxed,2.234282017,2.703936815
ZOHPIY_FSR_relaxed,1.950561047,2.295784712
XAFYAG_FSR_relaxed,3.881268978,3.43716383
LUJFED_FSR_relaxed,2.39111495,1.91777277
TIQGAC_FSR_relaxed,4.434923172,4.454927444
QEFHOA_FSR_relaxed,2.931999922,2.806021214
ACOLUB_FSR_relaxed,3.150191069,3.025726795
NENJOH_FSR_relaxed,2.699812889,2.633372307
LURCUX_FSR_relaxed,2.780896902,2.527033567
EJAWUH_FSR_relaxed,0.664943993,0.404556274
OTENUX_FSR_relaxed,3.696126938,3.776077271
KERXAJ_FSR_relaxed,3.063649893,2.683725834
GUJGAU_freeONLY_relaxed,3.030977964,3.535493374
AMINEP_FSR_relaxed,3.185992002,2.735006809
PEVKOR_FSR_relaxed,2.715487957,2.547033072
UBABUX_FSR_relaxed,0.605461001,0.828979015
RIWVEZ01_FSR_relaxed,0.986024022,1.130139828
AFADOD_FSR_relaxed,3.969811916,4.070902348
HERNUN_FSR_relaxed,2.136926889,2.371069431
ALIGOS_FSR_relaxed,2.271359921,2.545541525
IBIXEZ_FSR_relaxed,3.136002064,3.021282196
AGIMIO_FSR_relaxed,1.097229958,1.103574514
MASWAE03_FSR_relaxed,2.948990107,2.808378696
PIVHIO_FSR_relaxed,2.588176966,2.697414637
YAFQAZ_FSR_relaxed,1.774399042,1.54800415
ROLQEP_FSR_relaxed,3.40436697,3.175224066
QIKXIR_FSR_relaxed,3.213567019,3.112459898
EREGIR_FSR_relaxed,1.528853059,1.102938294
LAVFOF_FSR_relaxed,3.371622086,2.902274847
TAFCIO01_FSR_relaxed,0.235174,0.640739441
AXIVIM_FSR_relaxed,3.606096029,3.552715302
MAXXAL_FSR_relaxed,0.600160003,0.679942966
GIFKOY_FSR_relaxed,1.512956977,2.067507029
XIHQOV_FSR_relaxed,2.091768026,2.476006985
MIZLIR01_FSR_relaxed,1.466169953,1.262001038
NELMID_FSR_relaxed,3.348706961,3.136663437
OXOQIC_FSR_relaxed,1.311275005,1.678982735
ODODES_freeONLY_relaxed,2.743160963,2.923153639
IDOLUL_FSR_relaxed,4.419043064,4.072695732
KEXPIP_FSR_relaxed,1.736706972,1.965500712
UFEVOR_FSR_relaxed,3.765120029,3.804177046
CIFVES_FSR_relaxed,3.344868898,3.015166998
KESHIC_FSR_relaxed,2.134799004,2.054330587
MUQWIG_FSR_relaxed,1.074038982,0.705422163
WUYCAV_FSR_relaxed,0.376700014,0.503550053
HESKIZ_FSR_relaxed,0.245786995,0.694213271
DAQVEY_FSR_relaxed,2.860826015,3.098565578
GICBOM_FSR_relaxed,0.955226004,0.788072705
MIJHET_FSR_relaxed,1.968500972,2.075155973
UXAMEN02_FSR_relaxed,1.957916975,2.422564268
ONIDUL_FSR_relaxed,3.236901999,3.081478596
COGVEC_FSR_relaxed,0.695230007,0.713093996
JOBKIX_FSR_relaxed,3.131629944,2.926690817
KAXJUR_FSR_relaxed,2.886676073,2.467285156
POLJEG_FSR_relaxed,1.188357949,0.912774801
GUFXEM_FSR_relaxed,2.980232,2.768013716
RABMOY_FSR_relaxed,0.592091024,0.447858095
WAMZIV_FSR_relaxed,2.062433004,2.316299677
DOPTIM_FSR_relaxed,3.25486207,3.198647976
QAHREY_FSR_relaxed,2.544410944,2.45758605
MASMEY02_FSR_relaxed,1.246494055,1.60173583
IHIBIM_FSR_relaxed,1.982815981,1.782538176
OYIVOI_freeONLY_relaxed,0.654753983,0.806601882
FEPTEA_FSR_relaxed,3.116439104,3.106887579
SUSLAV_FSR_relaxed,1.934046984,2.132936954
HIXYUK01_FSR_relaxed,0.49447,0.321553111
QEYZAY02_FSR_relaxed,3.509187937,3.464200497
MUSQEY_FSR_relaxed,1.503340006,1.018174052
FINNAS_FSR_relaxed,2.46619606,2.087438583
BUKWOW_FSR_relaxed,4.116603851,4.311302185
KOHVUZ_FSR_relaxed,0.82723099,1.491837859
ROJQEM01_FSR_relaxed,1.844867945,1.566218376
BAPYID_FSR_relaxed,3.288898945,3.222371578
WIWTUU_FSR_relaxed,1.096665978,1.525678873
HUKSEM_FSR_relaxed,3.285137892,3.088217258
GIMGIT_FSR_relaxed,3.202554941,3.146793365
LEBNIQ_FSR_relaxed,2.184824944,2.44716835
DOPQEE01_FSR_relaxed,1.674661994,1.437234759
OWUGEU_FSR_relaxed,2.507124901,2.551112652
VAHRON_FSR_relaxed,3.987030983,3.96615243
PIZFEM_FSR_relaxed,1.430603981,1.553187847
SISLUE_FSR_relaxed,1.415969968,1.2896806
CEJBEA_freeONLY_relaxed,2.806313992,2.460977554
ACAJOF_FSR_relaxed,0.39239499,0.516528487
DENZIG_FSR_relaxed,1.071004033,1.021851063
RISXAU_FSR_relaxed,0.021296,0.223809481
CACFIX_FSR_relaxed,3.170284986,3.181090832
QIQRUF_FSR_relaxed,0.908327997,0.789030671
USAXUJ_FSR_relaxed,1.868046045,1.240595102
SONPAM_FSR_relaxed,3.832221031,4.024008751
HENYUV_FSR_relaxed,2.435789108,1.566992521
SEHFAO_FSR_relaxed,2.64556098,2.940746546
NIXSOE_FSR_relaxed,1.701246023,2.081207037
LEYKEH_FSR_relaxed,2.334075928,2.206646442
XOZZOC_FSR_relaxed,4.084774017,4.060591698
JIQHEZ_FSR_relaxed,1.726613045,2.536277771
UDUJIO_FSR_relaxed,2.149275064,2.246474028
GAFXIV_FSR_relaxed,4.497900963,4.718762398
FIPMUN_FSR_relaxed,3.093019009,2.947736263
GIQXUA_FSR_relaxed,0.335076004,0.34627223
WEWXED_FSR_relaxed,1.039242029,0.629841447
ODIPUN_FSR_relaxed,3.035339117,2.695761442
BIYWOY_FSR_relaxed,0.506778002,0.778521061
TOFLOR_FSR_relaxed,2.103589058,2.212002754
OFACAB_FSR_relaxed,1.17859602,0.611713052
ISEBEN_FSR_relaxed,4.035498142,4.612887383
OGEXEF_FSR_relaxed,3.330691099,3.175834656
XIRYII_FSR_relaxed,1.465690017,1.734583139
XULCIR_freeONLY_relaxed,0.437013,0.392485619
EZUCIM_FSR_relaxed,3.165159941,1.852981687
WEMDAU_FSR_relaxed,0.874270022,0.869576097
IJEBEF_FSR_relaxed,2.172394991,2.154637814
YEJMIM_FSR_relaxed,0.963748991,0.720048785
EMASIU_FSR_relaxed,2.879646063,2.993518591
HXTPSN01_FSR_relaxed,4.017465115,4.095567703
PASGAU_FSR_relaxed,1.34879303,1.269060135
HIGXOM_FSR_relaxed,2.045551062,2.356622219
MUMBON_FSR_relaxed,0.862555027,1.383115649
MIMZIT_FSR_relaxed,0.756363988,0.547018886
UMUYEH_FSR_relaxed,0.700869024,0.515478015
KUYLUM_FSR_relaxed,1.978816032,1.321055651
QOMTUJ_FSR_relaxed,0.490215987,0.395538092
UTIBAC_FSR_relaxed,2.001909018,2.862595797
CUOCTN01_FSR_relaxed,0.534768999,0.699559331
ONOKAE_FSR_relaxed,0.324692011,0.580423951
DEVBIQ_FSR_relaxed,0.591536999,0.84844923
APAZEY_FSR_relaxed,2.363794088,2.560230494
CAGVOY_FSR_relaxed,2.291009903,2.632066727
MEHFIR_FSR_relaxed,3.703797102,3.781461239
DOJWAB_FSR_relaxed,3.590049028,3.468702793
CEVDUF_FSR_relaxed,2.487934113,2.556874037
FUQMUB_FSR_relaxed,2.662662983,2.934010029
GAYFUJ_freeONLY_relaxed,3.281306982,3.297411442
RESWOC_freeONLY_relaxed,3.101178885,3.215697765
KEBBAW_FSR_relaxed,1.89437902,1.391656637
FUFREE_freeONLY_relaxed,0.427942991,0.234150529
MUMLIR_FSR_relaxed,2.947653055,3.112086296
IGOBOW_FSR_relaxed,2.398442984,1.930575728
KAYPEF_FSR_relaxed,0.794651985,0.614709139
ODEPUL_FSR_relaxed,1.00919795,1.232710838
AKIZAX_FSR_relaxed,3.13479495,2.751565218
UFUTAQ_FSR_relaxed,0.729598999,0.997207999
LAGRES_FSR_relaxed,2.717003107,3.059626341
YUKJOF_FSR_relaxed,2.715635061,2.841470242
EQETAX_FSR_relaxed,0.891586006,0.729450941
MELZUZ_FSR_relaxed,3.388041973,3.175467491
XUFQOG_FSR_relaxed,1.992012024,2.496784687
AXILOJ01_FSR_relaxed,2.261970043,2.408411741
VOKNEO_FSR_relaxed,1.606490016,1.969097972
BIJXOJ_FSR_relaxed,1.061450005,1.119695544
WIKMAH_FSR_relaxed,3.919857025,3.724293232
MALKES_FSR_relaxed,3.842983007,4.291143417
EVUQOC_FSR_relaxed,2.338669062,2.923274517
TUZHIH_FSR_relaxed,2.70717597,2.826318979
DIFRIU01_FSR_relaxed,1.614271045,1.77565968
ZITWEH_FSR_relaxed,0.995135009,1.002418995
AMAGAX_freeONLY_relaxed,0.672348976,0.786655068
LARREE_FSR_relaxed,2.066312075,2.05216527
ISEGAP_FSR_relaxed,1.758183002,1.079700112
ZIKJIO_FSR_relaxed,0.901507974,0.56768465
HEVQOP_FSR_relaxed,2.298801899,2.288528442
FAVGIV_FSR_relaxed,2.879302025,2.967840672
NEZRUG_FSR_relaxed,0.906135976,0.742641568
LOBVAC_FSR_relaxed,0.870860994,0.813639402
SACPAQ_FSR_relaxed,0.171810001,1.296091199
LACFIG_FSR_relaxed,0.905677974,0.920044899
IHEPES_FSR_relaxed,0.762458026,0.640713573
ISEQIH_FSR_relaxed,4.19301796,4.508255482
RAKXAF_FSR_relaxed,2.325845957,2.232158184
IXAJIB_FSR_relaxed,2.766285896,2.211889029
LOHKOK01_FSR_relaxed,2.295974016,2.060162783
XADFEP_FSR_relaxed,1.055279016,1.100627542
PEPLOM_FSR_relaxed,0.893736005,0.402219296
JIYKOU_FSR_relaxed,3.134107113,3.552447557
DUCREZ_FSR_relaxed,2.686525106,2.758224726
CUSTOA_FSR_relaxed,3.090821981,2.913990021
RUPYOR_FSR_relaxed,4.408069134,3.656281948
KIGCEI_FSR_relaxed,4.649458885,4.802998543
IJUXUG01_FSR_relaxed,2.23696208,2.07305479
GIYHON_FSR_relaxed,1.985000014,2.164918184
ISOPUB_FSR_relaxed,2.507527113,2.514359236
LUXQIE_FSR_relaxed,3.025542021,2.926455498
LADFIH_FSR_relaxed,2.055890083,2.066583872
KITHEB_FSR_relaxed,2.208242893,2.452907085
INOKAZ_FSR_relaxed,1.304811954,0.929979444
SUNJOB01_FSR_relaxed,2.344640017,2.996300936
IFACAT01_FSR_relaxed,3.322814941,3.078775406
COZLUB_FSR_relaxed,3.651597977,3.829175234
NOMFOM_FSR_relaxed,0.492523015,0.40359962
AWAWIF_FSR_relaxed,1.758368015,1.87711215
NENHIZ_FSR_relaxed,2.865662098,3.091429949
EQIRIG_FSR_relaxed,1.145755053,1.017784357
FEFTER_FSR_relaxed,0.91318202,0.714875221
AVEMIY_FSR_relaxed,2.613338947,2.910292387
DOCYAW_FSR_relaxed,0.252517015,0.39275527
DUPSUD01_FSR_relaxed,3.3518641,3.598873615
KUXSIH01_FSR_relaxed,0.003699,0.155997276
HOFZAD_FSR_relaxed,1.033229947,1.789553165
COKPUP_FSR_relaxed,2.136241913,2.099447489
ONARIF_FSR_relaxed,0.707045972,1.663470507
VAHFAN_FSR_relaxed,2.90908289,2.569818497
SAXLUB_FSR_relaxed,2.210716963,2.515909433
XIPTAS_FSR_relaxed,3.319835901,3.111209869
ILUWUH02_FSR_relaxed,3.165868998,3.126466036
DOQROQ_FSR_relaxed,0.786091983,0.445518732
LEYPIQ_FSR_relaxed,3.715698957,3.756162167
HOKMUR_FSR_relaxed,5.123560905,5.148417473
ZUSBIA_FSR_relaxed,2.414843082,2.457042933
DAYJIY_FSR_relaxed,2.701016903,3.011427879
EDURON_FSR_relaxed,1.897927046,2.478638649
MIZLAJ_FSR_relaxed,2.178621054,2.220799685
PEFTAX_FSR_relaxed,0.300785005,0.727212906
CUGCAK_FSR_relaxed,1.250367045,1.07554996
OMOLEJ_FSR_relaxed,0.940500021,0.768261194
HIFYIF_FSR_relaxed,2.283174992,2.574648619
IDUQUV_FSR_relaxed,4.326240063,4.372385979
AZOCUO01_FSR_relaxed,3.370654106,3.049135208
RIGMIF_FSR_relaxed,3.805888891,4.070820808
PIGXEJ_FSR_relaxed,0.809605002,0.767882347
KAWPIJ_FSR_relaxed,2.665174961,2.53865242
BUWWAT_FSR_relaxed,2.554018021,2.614791155
DINDUZ_FSR_relaxed,4.002985001,4.197772026
KOGCEP_FSR_relaxed,2.941423893,3.064337254
BUTYUM_FSR_relaxed,2.534085989,2.2794137
TETPUG_FSR_relaxed,1.952777028,2.232055902
GUWCAD_FSR_relaxed,2.087452888,2.24339366
FOHMUM_FSR_relaxed,0.31882301,2.995067358
MNPROP_FSR_relaxed,1.761286974,2.066545725
KUHDEX_FSR_relaxed,4.535565853,4.250053406
EJOZOU_freeONLY_relaxed,0.817203999,0.600132227
LEFJAH01_FSR_relaxed,1.037089944,0.727154851
XOTPOL01_FSR_relaxed,0.637667,0.834739208
JAGXEV_FSR_relaxed,1.58385396,2.111843586
ICIZAV_FSR_relaxed,0.583256006,0.503543615
GEVYEN_freeONLY_relaxed,2.036041021,2.429789305
APUVIS_FSR_relaxed,3.214231014,3.172737122
MAHGAG_FSR_relaxed,2.391484022,2.749634266
CAVGIS_FSR_relaxed,0.102067001,0.795244217
WIRJIS_FSR_relaxed,1.627650976,0.301822186
NEYRIV_FSR_relaxed,2.837842941,2.522335291
CONWEI_FSR_relaxed,2.265028,2.483397961
EFUMUN_FSR_relaxed,0.979763985,0.846581936
GAXQAZ_FSR_relaxed,4.110096931,3.918473959
POCPUT_FSR_relaxed,3.620507956,3.434128284
SOQRAS_FSR_relaxed,4.777265072,4.707737923
VEGWUB_FSR_relaxed,0.120460004,0.464874268
PORVUO_FSR_relaxed,1.181141973,1.682979345
NIDQEY_FSR_relaxed,2.980366945,2.701262474
ZEZQAY_FSR_relaxed,2.716654062,2.844960928
VISTUM_FSR_relaxed,4.36468792,4.118745804
BONXIM_FSR_relaxed,2.148302078,1.79511404
PORVEZ_FSR_relaxed,1.564512968,1.399849057
CEVYIM01_FSR_relaxed,2.254143,2.563185215
IFACIC01_FSR_relaxed,4.523636818,4.451021194
FUJGUO_FSR_relaxed,2.817682981,2.755671024
ATEYAZ_FSR_relaxed,2.298037052,2.617806911
GOGNAT_FSR_relaxed,1.798292041,2.498654842
GUKPEJ_FSR_relaxed,3.055432081,2.988260984
NUPKAN_FSR_relaxed,3.261795998,2.885396719
TOYWIQ_FSR_relaxed,0.293197989,0.537358999
YEDFIZ_FSR_relaxed,1.88272202,2.01025629
TICTOP_FSR_relaxed,0.59878099,0.505465984
AFEYOC_FSR_relaxed,0.560962021,0.737837195
GADHIF_freeONLY_relaxed,1.627933025,1.281415462
PEWDEC_FSR_relaxed,4.483734131,4.617427826
FUGBEO_FSR_relaxed,2.973953009,2.926704884
JEVVAI_FSR_relaxed,2.170377016,1.980667472
BAOXAL02_FSR_relaxed,3.385848999,3.308969498
EBITAM_FSR_relaxed,1.871763945,1.896772027
ESADIN_FSR_relaxed,2.727462053,2.881612301
WIFFEZ01_FSR_relaxed,2.225848913,2.400434971
