name,DFT-per,GCN-per,DFT-all,GCN-all
DALXAS_FSR_relaxed,-6.59395504,-6.60679245,-527.5164032,-528.543396
TARMOP_FSR_relaxed,-6.274189949,-6.295213223,-602.3222351,-604.3404694
LALYOO_FSR_relaxed,-6.185520172,-6.186117172,-705.1492996,-705.2173576
IXEBIW_FSR_relaxed,-6.369527817,-6.385638714,-853.5167274,-855.6755877
GUXQAS_FSR_relaxed,-6.661568165,-6.65894556,-2344.871994,-2343.948837
JIQHEZ_FSR_relaxed,-6.667495251,-6.672419071,-760.0944586,-760.6557741
MIYGIL_FSR_relaxed,-7.259910583,-7.269110203,-275.8766022,-276.2261877
LIVFUT_FSR_relaxed,-6.43074894,-6.426644325,-1131.811813,-1131.089401
LAVDUK_FSR_relaxed,-6.616653919,-6.622371674,-608.7321606,-609.258194
JAWZOX_FSR_relaxed,-6.709917068,-6.715473175,-805.1900482,-805.856781
UJOBUS_FSR_relaxed,-7.283821583,-7.286098957,-670.1115856,-670.321104
IRIGIB_FSR_relaxed,-6.99345541,-6.985961437,-643.3978977,-642.7084522
CUSQEP_FSR_relaxed,-6.755960464,-6.754999638,-1702.502037,-1702.259909
OMODAW_FSR_relaxed,-6.574376106,-6.579384804,-762.6276283,-763.2086372
AXEPIE_FSR_relaxed,-6.066790581,-6.071600437,-218.4044609,-218.5776157
ODATIY_FSR_relaxed,-7.134672165,-7.127925873,-542.2350845,-541.7223663
EXACUC_FSR_relaxed,-6.403149128,-6.405782223,-2049.007721,-2049.850311
FIPWOS_FSR_relaxed,-6.362053394,-6.361225128,-368.9990969,-368.9510574
AWECUB01_FSR_relaxed,-6.640879631,-6.635556221,-796.9055557,-796.2667465
DUBKAO_FSR_relaxed,-7.134493351,-7.138278008,-998.8290691,-999.3589211
ECAWIQ_FSR_relaxed,-6.254149437,-6.256303787,-550.3651505,-550.5547333
LIKZAI_FSR_relaxed,-6.632757664,-6.645014763,-464.2930365,-465.1510334
IFACIC01_FSR_relaxed,-6.648155689,-6.645450592,-585.0377007,-584.7996521
CUGREC_FSR_relaxed,-6.722745895,-6.728628159,-403.3647537,-403.7176895
PEQHOK_FSR_relaxed,-7.096333981,-7.100843906,-2043.744186,-2045.043045
WOCGAY_FSR_relaxed,-6.465870857,-6.460547924,-491.4061852,-491.0016422
TISRAO_FSR_relaxed,-5.592532158,-5.599863529,-324.3668652,-324.7920847
ATIXAE_freeONLY_relaxed,-6.903342724,-6.953372955,-1684.415625,-1696.623001
IYURIE_FSR_relaxed,-7.073678017,-7.075201988,-481.0101051,-481.1137352
DUPSUD01_FSR_relaxed,-6.086771488,-6.073513031,-365.2062893,-364.4107819
MAJCUX_FSR_relaxed,-6.057203293,-6.05178833,-593.6059227,-593.0752563
IFELEL_FSR_relaxed,-6.240280151,-6.247393131,-661.469696,-662.2236719
YAXBOP_SL_relaxed,-7.105216026,-7.097548008,-269.998209,-269.7068243
DEMVAT01_FSR_relaxed,-6.45566082,-6.459789753,-748.8566551,-749.3356113
EKINOB_FSR_relaxed,-6.172501087,-6.173828602,-148.1400261,-148.1718864
NECFAD_FSR_relaxed,-6.519663334,-6.523087502,-912.7528667,-913.2322502
QAKWUV_FSR_relaxed,-7.450719357,-7.446404457,-551.3532324,-551.0339298
CUWMEN_FSR_relaxed,-6.594235897,-6.595668793,-817.6852512,-817.8629303
PEPSUB_FSR_relaxed,-6.270218372,-6.26817894,-1091.017997,-1090.663136
HUTREU_FSR_relaxed,-6.882354736,-6.871294498,-591.8825073,-590.9313269
IQUYEA_FSR_relaxed,-7.053467751,-7.054844379,-620.705162,-620.8263054
BAHZAO_FSR_relaxed,-6.335236073,-6.331238747,-316.7618036,-316.5619373
SIZNEW_FSR_relaxed,-6.49786377,-6.500137806,-467.8461914,-468.009922
QEZBEF_FSR_relaxed,-5.258319378,-5.272100925,-168.2662201,-168.7072296
KOQJEH_FSR_relaxed,-6.185770035,-6.182592392,-729.9208641,-729.5459023
CANVOF_FSR_relaxed,-6.118353844,-6.117538929,-905.5163689,-905.3957615
DONXUB_FSR_relaxed,-6.694678783,-6.696874142,-3106.330956,-3107.349602
LEDQOD_FSR_relaxed,-6.436123371,-6.448440075,-1467.436129,-1470.244337
CAJHON_FSR_relaxed,-6.330567837,-6.320663929,-1354.741517,-1352.622081
UYEWUS02_FSR_relaxed,-6.742913723,-6.739595413,-229.2590666,-229.146244
HEXMII_FSR_relaxed,-5.461843967,-5.481940269,-426.0238295,-427.591341
GAJZIC_FSR_relaxed,-6.167980671,-6.172873497,-789.5015259,-790.1278076
NEDXOJ02_FSR_relaxed,-6.849958897,-6.853818417,-547.9967117,-548.3054733
LICDIL_FSR_relaxed,-6.677837372,-6.672507286,-741.2399483,-740.6483088
ENUZEU_FSR_relaxed,-6.539680481,-6.528904438,-392.3808289,-391.7342663
LUQBEF_FSR_relaxed,-6.849593639,-6.851432323,-753.4553003,-753.6575556
ESIDOB_freeONLY_relaxed,-6.994157314,-6.976046562,-979.182024,-976.6465187
JUYVOO_FSR_relaxed,-6.712884426,-6.716137886,-523.6049852,-523.8587551
IPAYON_FSR_relaxed,-5.937107563,-5.947851658,-296.8553782,-297.3925829
GOGKUJ_FSR_relaxed,-6.367347717,-6.367450714,-483.9184265,-483.9262543
AQIGUD_FSR_relaxed,-6.682125568,-6.685640812,-521.2057943,-521.4799833
MOHRAD_FSR_relaxed,-6.506459713,-6.502607346,-481.4780188,-481.1929436
CEDFIC_FSR_relaxed,-6.66196537,-6.665590286,-1385.688797,-1386.44278
XUMQEB_FSR_relaxed,-4.952590942,-4.961076736,-376.3969116,-377.041832
OFUCOH_FSR_relaxed,-6.460163116,-6.458837986,-594.3350067,-594.2130947
CUKZOY_FSR_relaxed,-6.660605907,-6.669295788,-972.4484625,-973.717185
ELESOE_FSR_relaxed,-6.687131882,-6.692241192,-361.1051216,-361.3810244
GIRGUL_FSR_relaxed,-6.707905769,-6.707304955,-939.1068077,-939.0226936
QIWCUW_FSR_relaxed,-7.013137341,-7.006991386,-1206.259623,-1205.202518
UGASAX_FSR_relaxed,-6.885713577,-6.886601448,-509.5428047,-509.6085072
WUFSIC_FSR_relaxed,-7.094141006,-7.097088814,-822.9203568,-823.2623024
QOTHUC_FSR_relaxed,-6.262657166,-6.27118206,-814.1454315,-815.2536678
OGAVIB_FSR_relaxed,-5.744186878,-5.751797676,-275.7209702,-276.0862885
YEMLOS_freeONLY_relaxed,-6.242687225,-6.273532391,-362.0758591,-363.8648787
XAHZEM_FSR_relaxed,-6.315705299,-6.308846474,-404.2051392,-403.7661743
BUBDOT_FSR_relaxed,-6.956208229,-6.951179981,-626.0587406,-625.6061983
QOTDUZ_FSR_relaxed,-6.053794384,-6.066555977,-508.5187283,-509.5907021
CIJNEP_FSR_relaxed,-6.414796829,-6.411799908,-641.4796829,-641.1799908
IRIPIJ_FSR_relaxed,-6.348058701,-6.359933853,-888.7282181,-890.3907394
GEGLUA_FSR_relaxed,-5.704892159,-5.71662569,-251.015255,-251.5315304
AVOBUK_FSR_relaxed,-6.965902328,-6.967071056,-487.613163,-487.6949739
HAGSOY01_FSR_relaxed,-6.753458977,-6.746970177,-918.4704208,-917.587944
HEHGOS_FSR_relaxed,-7.085772038,-7.084759235,-821.9495564,-821.8320713
OQIMEI_FSR_relaxed,-7.173210621,-7.168313503,-645.5889559,-645.1482153
VESCED01_FSR_relaxed,-6.599312782,-6.614019871,-343.1642647,-343.9290333
KOLWEO_freeONLY_relaxed,-6.760723591,-6.764501095,-2555.553517,-2556.981414
UZINAT_FSR_relaxed,-6.897880077,-6.888064861,-579.4219265,-578.5974483
AFITIT_FSR_relaxed,-6.804242611,-6.805298328,-1837.145505,-1837.430549
GEXWIS_FSR_relaxed,-7.041066647,-7.037588596,-802.6815977,-802.2851
QENFOF01_FSR_relaxed,-6.366324902,-6.368425846,-522.0386419,-522.2109194
GECYES_FSR_relaxed,-6.406677723,-6.409793854,-794.4280376,-794.8144379
KAWBOB_FSR_relaxed,-6.522949219,-6.525959015,-1369.819336,-1370.451393
BAXXAA_FSR_relaxed,-7.066315651,-7.060952187,-586.504199,-586.0590315
EGOFAI_FSR_relaxed,-7.118954659,-7.113177299,-455.6130981,-455.2433472
EYINUV_FSR_relaxed,-6.518143177,-6.516543865,-860.3948994,-860.1837902
XOYWIT_FSR_relaxed,-6.156080723,-6.171269894,-578.6715879,-580.09937
TEHYIQ_FSR_relaxed,-6.554983616,-6.551455975,-235.9794102,-235.8524151
QAVDIC01_FSR_relaxed,-6.855661392,-6.855949879,-726.7001076,-726.7306871
NAMCUA_FSR_relaxed,-5.920594215,-5.912434101,-260.5061455,-260.1471004
NECBON_FSR_relaxed,-6.962347031,-6.980873108,-696.2347031,-698.0873108
FEKDAA_FSR_relaxed,-5.85551548,-5.866262913,-275.2092276,-275.7143569
HUHJAW_FSR_relaxed,-6.188313007,-6.181375027,-340.3572154,-339.9756265
AQUKOO_FSR_relaxed,-6.79519558,-6.787529469,-509.6396685,-509.0647101
ROQJEO_FSR_relaxed,-6.412091732,-6.407635689,-718.154274,-717.6551971
EQUGUS_FSR_relaxed,-5.418819427,-5.43046999,-639.4206924,-640.7954588
MUQVEA_FSR_relaxed,-6.250817776,-6.260222912,-312.5408888,-313.0111456
LAJJAK_FSR_relaxed,-6.607833385,-6.613505363,-1480.154678,-1481.425201
DAVQIC_FSR_relaxed,-6.230103016,-6.223779678,-261.6643267,-261.3987465
UPOQUM_FSR_relaxed,-6.941845417,-6.939716339,-624.7660875,-624.5744705
YALCIY_FSR_relaxed,-6.71876955,-6.714265347,-752.5021896,-751.9977188
QUQGUF_FSR_relaxed,-7.08355999,-7.075687885,-935.0299187,-933.9908009
WEXHAL_FSR_relaxed,-6.477869987,-6.477713585,-570.0525589,-570.0387955
MUHNAG_FSR_relaxed,-7.295642853,-7.303678036,-474.2167854,-474.7390723
EMOVEI_FSR_relaxed,-6.764359474,-6.766664028,-852.3092937,-852.5996675
NAQFER_FSR_relaxed,-7.197861671,-7.196481705,-690.9947205,-690.8622437
WAMCUK_FSR_relaxed,-5.625351906,-5.634791851,-967.5605278,-969.1841984
TOWTOR_FSR_relaxed,-6.298420906,-6.301253319,-1914.719955,-1915.581009
OPIZUJ_FSR_relaxed,-6.821081161,-6.826942921,-368.3383827,-368.6549177
ADUVAX_FSR_relaxed,-6.467896938,-6.467098236,-905.5055714,-905.3937531
VOHSER_FSR_relaxed,-5.503600121,-5.523519993,-462.3024101,-463.9756794
REKXOW01_FSR_relaxed,-6.078802586,-6.078255177,-230.9944983,-230.9736967
MOYYEF_FSR_relaxed,-6.759115696,-6.761333466,-811.0938835,-811.3600159
VOYLOM_FSR_relaxed,-6.74588728,-6.749171734,-2320.585224,-2321.715076
ATEMAP_FSR_relaxed,-6.737865925,-6.732468605,-377.3204918,-377.0182419
PAXCAT_FSR_relaxed,-6.264633179,-6.272753716,-801.8730469,-802.9124756
WOQXIJ_FSR_relaxed,-5.85924387,-5.864818096,-445.3025341,-445.7261753
EVAHAM_FSR_relaxed,-6.21116209,-6.206285954,-770.1840992,-769.5794582
COCKAJ_FSR_relaxed,-6.268603325,-6.277060032,-902.6788788,-903.8966446
ZETPUL_FSR_relaxed,-6.777082443,-6.782127857,-2385.53302,-2387.309006
CADJAT_FSR_relaxed,-6.980909348,-6.975875378,-572.4345665,-572.021781
OVEZAR_FSR_relaxed,-6.561914921,-6.566832542,-1154.897026,-1155.762527
TIWRUN_FSR_relaxed,-7.202970505,-7.199590206,-388.9604073,-388.7778711
CELLUC_FSR_relaxed,-6.086661816,-6.082322121,-620.8395052,-620.3968563
HENYUV_FSR_relaxed,-7.330554485,-7.311892509,-439.8332691,-438.7135506
IHUTIQ_FSR_relaxed,-6.596671581,-6.597905636,-2585.89526,-2586.379009
XUDYEC_FSR_relaxed,-6.454236984,-6.449994087,-903.5931778,-902.9991722
ETAWOM_FSR_relaxed,-6.969198704,-6.96872282,-592.3818898,-592.3414397
EYIQEI_FSR_relaxed,-6.110965729,-6.110175133,-647.7623672,-647.6785641
BOQWEK_FSR_relaxed,-6.790377617,-6.802569389,-421.0034122,-421.7593021
FIVCIX_FSR_relaxed,-6.828022957,-6.829837799,-983.2353058,-983.4966431
MOFWOU_FSR_relaxed,-6.179859638,-6.182862759,-753.9428759,-754.3092566
GOYRIX_FSR_relaxed,-7.199078083,-7.197586536,-475.1391535,-475.0407114
ORIBOH_FSR_relaxed,-6.387878418,-6.385318279,-907.0787354,-906.7151957
VUPQON_FSR_relaxed,-6.515748501,-6.524455547,-1016.456766,-1017.815065
GUKNAC01_FSR_relaxed,-6.743730545,-6.745867252,-836.2225876,-836.4875393
NALXIJ_FSR_relaxed,-7.129443645,-7.137109756,-370.7310696,-371.1297073
RONXUP_FSR_relaxed,-5.441496372,-5.444869041,-304.7237968,-304.9126663
DIGTEU_FSR_relaxed,-6.575959682,-6.584140778,-368.2537422,-368.7118835
NEZNAJ_FSR_relaxed,-6.172807693,-6.175526619,-888.8843079,-889.2758331
LICLPY02_FSR_relaxed,-6.155363083,-6.154608727,-320.0788803,-320.0396538
GOGLIA_FSR_relaxed,-6.485189915,-6.488368511,-1945.556974,-1946.510553
FELBAC_FSR_relaxed,-6.98821497,-6.985961437,-628.9393473,-628.7365294
MINKAX01_FSR_relaxed,-6.74613905,-6.742552757,-917.4749107,-916.987175
FIPNIC_FSR_relaxed,-6.79749918,-6.794935226,-625.3699245,-625.1340408
OTEPAF_FSR_relaxed,-6.916471481,-6.916221142,-608.6494904,-608.6274605
VIHTEL01_FSR_relaxed,-7.11607933,-7.134390831,-298.8753319,-299.6444149
NETYUI_FSR_relaxed,-6.769170761,-6.772537231,-460.3036118,-460.5325317
NAFYAX_FSR_relaxed,-6.695151329,-6.692097187,-937.3211861,-936.8936062
OCADIG_FSR_relaxed,-6.048467636,-6.051276207,-223.7933025,-223.8972197
MINCUH01_FSR_relaxed,-6.186191559,-6.18520546,-358.7991104,-358.7419167
RUJPUI_FSR_relaxed,-6.709621429,-6.703587532,-805.1545715,-804.4305038
FIRGIW_FSR_relaxed,-6.002531052,-6.001709938,-408.1721115,-408.1162758
EMUHAW_FSR_relaxed,-6.72523737,-6.726950645,-887.7313328,-887.9574852
PIDVII_FSR_relaxed,-6.631394863,-6.632567406,-517.2487993,-517.3402576
IQAGOX_FSR_relaxed,-6.732849121,-6.733707428,-686.7506104,-686.8381577
XELHUS_FSR_relaxed,-6.137633324,-6.153605461,-613.7633324,-615.3605461
SIDLAV_FSR_relaxed,-6.167235374,-6.178529263,-259.0238857,-259.498229
PAZBEY01_FSR_relaxed,-6.560891628,-6.573595524,-577.3584633,-578.4764061
HIQGAQ_FSR_relaxed,-6.350898743,-6.358111382,-584.2826843,-584.9462471
GUBTIH_FSR_relaxed,-6.440962791,-6.444266796,-772.915535,-773.3120155
PYMICU_FSR_relaxed,-6.449490547,-6.457939148,-580.4541492,-581.2145233
DOPTAF_FSR_relaxed,-6.473488808,-6.470470905,-1942.046642,-1941.141272
JETZUE01_FSR_relaxed,-6.62936306,-6.61899519,-384.5030575,-383.901721
OHAMOB_FSR_relaxed,-6.699545383,-6.692149639,-1581.09271,-1579.347315
IGIZIJ_FSR_relaxed,-6.29814291,-6.33854723,-680.1994343,-684.5631008
HOPDIB_FSR_relaxed,-6.967140675,-6.970877171,-2048.339358,-2049.437888
QIVZEC_FSR_relaxed,-6.607684612,-6.613752842,-2907.381229,-2910.05125
HAWJUM_FSR_relaxed,-6.909556866,-6.904590607,-428.3925257,-428.0846176
NANZUX_FSR_relaxed,-6.11547327,-6.121776581,-415.8521824,-416.2808075
FODGUB01_FSR_relaxed,-6.493285179,-6.492175579,-545.435955,-545.3427486
VUWWES_FSR_relaxed,-6.216042519,-6.210226059,-1342.665184,-1341.408829
JAZPOQ_FSR_relaxed,-6.030470848,-6.047339916,-313.5844841,-314.4616756
DAPMAK_FSR_relaxed,-7.329260826,-7.34349823,-644.9749527,-646.2278442
DOCHOT_FSR_relaxed,-6.881511211,-6.884154797,-440.4167175,-440.585907
NOHFEX01_FSR_relaxed,-6.465443611,-6.461618423,-284.4795189,-284.3112106
GAKNAI_FSR_relaxed,-6.790057659,-6.784776688,-583.9449587,-583.4907951
EMIQOG_FSR_relaxed,-6.433358669,-6.438468933,-965.0038004,-965.77034
QEBWAX_FSR_relaxed,-6.915352821,-6.910946369,-553.2282257,-552.8757095
XEDCEO_FSR_relaxed,-6.273786068,-6.269969463,-602.2834625,-601.9170685
EMOTOQ_FSR_relaxed,-6.178010941,-6.180147171,-222.4083939,-222.4852982
BISRUQ_FSR_relaxed,-6.229144096,-6.22731781,-1569.744312,-1569.284088
LECGEH_FSR_relaxed,-6.916715145,-6.909366608,-525.670351,-525.1118622
FOCMEQ_FSR_relaxed,-6.997329712,-7.005301476,-447.8291016,-448.3392944
TAGVII_FSR_relaxed,-6.492091656,-6.492317677,-564.811974,-564.8316379
CUFHUI_FSR_relaxed,-6.743169308,-6.753215313,-741.7486238,-742.8536844
DEMPER_FSR_relaxed,-6.666176796,-6.664357185,-879.9353371,-879.6951485
QUGTIY_FSR_relaxed,-6.825437069,-6.821310043,-2866.683569,-2864.950218
BIBXUH_freeONLY_relaxed,-6.896107674,-6.891083241,-1130.961658,-1130.137651
NAKYUV_FSR_relaxed,-6.448277473,-6.441382408,-670.6208572,-669.9037704
EQINUO_FSR_relaxed,-5.771835804,-5.783691406,-715.7076397,-717.1777344
POSFOU_freeONLY_relaxed,-6.913190842,-6.92410183,-1189.068825,-1190.945515
UPUFOB_FSR_relaxed,-6.836621284,-6.834712029,-642.6424007,-642.4629307
BUSMUY_FSR_relaxed,-7.209952354,-7.207803726,-1103.12271,-1102.79397
LOYREY_FSR_relaxed,-6.247872353,-6.253913403,-524.8212776,-525.3287258
ADILIJ01_FSR_relaxed,-6.282752514,-6.285358906,-289.0066156,-289.1265097
WIHKOP_FSR_relaxed,-6.725413322,-6.728057384,-390.0739727,-390.2273283
WADDUD_FSR_relaxed,-6.762792587,-6.764362812,-595.1257477,-595.2639275
BABTOP_FSR_relaxed,-6.63736248,-6.642522335,-305.3186741,-305.5560274
EFUHEU_FSR_relaxed,-6.881996155,-6.875705242,-1114.883377,-1113.864249
POCVAF01_FSR_relaxed,-6.533364296,-6.529760361,-601.0695152,-600.7379532
OPIPUZ_freeONLY_relaxed,-6.57686615,-6.579026699,-736.6090088,-736.8509903
TADJOA_FSR_relaxed,-6.119548321,-6.127988815,-562.9984455,-563.774971
DUXMIT_FSR_relaxed,-6.982535362,-6.978271961,-460.8473339,-460.5659494
OZAXUK_FSR_relaxed,-6.954445839,-6.959916115,-438.1300879,-438.4747152
SIBJAP_FSR_relaxed,-6.646870613,-6.647979259,-584.924614,-585.0221748
ZUDZAB_FSR_relaxed,-6.129314423,-6.14274168,-931.6557922,-933.6967354
RIBQUR_FSR_relaxed,-6.969985485,-6.963665485,-641.2386646,-640.6572247
MADWEU_FSR_relaxed,-6.128592491,-6.13352108,-882.5173187,-883.2270355
POKZOG_FSR_relaxed,-6.603087902,-6.601467609,-798.9736362,-798.7775807
HUZPUO_FSR_relaxed,-6.943281174,-6.935868263,-520.746088,-520.1901197
BOSJOK_FSR_relaxed,-6.116563797,-6.123647213,-611.6563797,-612.3647213
YEDWEM_FSR_relaxed,-6.570881844,-6.57131052,-545.383193,-545.4187732
OXORID_FSR_relaxed,-7.305881023,-7.30786562,-730.5881023,-730.786562
WAJHOH_FSR_relaxed,-6.883562088,-6.875856876,-371.7123528,-371.2962713
HIQVAH_FSR_relaxed,-6.767067432,-6.766744614,-1001.52598,-1001.478203
QOMFAA_FSR_relaxed,-6.479561329,-6.485604763,-388.7736797,-389.1362858
XIDQOQ01_FSR_relaxed,-6.700073719,-6.713932037,-247.9027276,-248.4154854
KAZZUI_FSR_relaxed,-6.926076889,-6.932078838,-221.6344604,-221.8265228
WIWTUU_FSR_relaxed,-6.678949833,-6.679189682,-293.8737926,-293.884346
ULINIO_FSR_relaxed,-6.577854156,-6.579090595,-631.473999,-631.5926971
SIKYUI_FSR_relaxed,-6.086621761,-6.101308823,-158.2521658,-158.6340294
QAGXUT_FSR_relaxed,-7.075543404,-7.065387726,-566.0434723,-565.2310181
QOPHEI_FSR_relaxed,-6.039114952,-6.040725708,-259.6819429,-259.7512054
FUFNIE_FSR_relaxed,-6.731604576,-6.734773636,-821.2557583,-821.6423836
TUTGUL_FSR_relaxed,-6.950891495,-6.952008247,-1167.749771,-1167.937386
KIKDOZ_freeONLY_relaxed,-6.169184208,-6.166760445,-789.6555786,-789.3453369
TADBAD_FSR_relaxed,-6.291293621,-6.285280228,-327.1472683,-326.8345718
OPIRIQ_FSR_relaxed,-7.0843606,-7.08439064,-609.2550116,-609.2575951
BOVQUZ_FSR_relaxed,-7.218338966,-7.212709427,-577.4671173,-577.0167542
ARODOB_FSR_relaxed,-6.165279865,-6.168477058,-961.783659,-962.2824211
VAKXEM_FSR_relaxed,-6.87174654,-6.872663975,-1937.832524,-1938.091241
BOKXIK_FSR_relaxed,-6.80315876,-6.808204651,-380.9768906,-381.2594604
WIQRUL_FSR_relaxed,-6.802513123,-6.80337286,-1550.972992,-1551.169012
BABRED_FSR_relaxed,-5.512154102,-5.536334991,-573.2640266,-575.7788391
MOJZAO_FSR_relaxed,-6.981856346,-6.976137161,-600.4396458,-599.9477959
NEMKAS_FSR_relaxed,-6.39448595,-6.401269913,-741.7603703,-742.5473099
MAQFAM_FSR_relaxed,-7.258992195,-7.253150463,-1045.294876,-1044.453667
GITTOT01_manual_relaxed,-6.548379421,-6.55719614,-890.5796013,-891.7786751
MIJLEX_FSR_relaxed,-6.202133656,-6.205269814,-409.3408213,-409.5478077
TIPKAF_FSR_relaxed,-6.295828342,-6.288467407,-1171.024072,-1169.654938
FUBZAF_FSR_relaxed,-7.002017975,-7.006080627,-1148.330948,-1148.997223
JIZCON_FSR_relaxed,-5.696311951,-5.690415859,-615.2016907,-614.5649128
KESSOS01_FSR_relaxed,-7.032846928,-7.012948513,-548.5620604,-547.009984
DIKRAR_FSR_relaxed,-6.798547268,-6.798242092,-530.2866869,-530.2628832
DIBZEV_FSR_relaxed,-6.31717205,-6.326778412,-480.1050758,-480.8351593
PATSIO_FSR_relaxed,-6.608856678,-6.611204624,-912.0222216,-912.3462381
ZENBOM_FSR_relaxed,-6.828778267,-6.825702667,-2075.948593,-2075.013611
LARGIX_FSR_relaxed,-6.804533005,-6.811531067,-612.4079704,-613.037796
JEGNOZ_FSR_relaxed,-6.684076786,-6.672158241,-233.9426875,-233.5255384
RAKYIL_FSR_relaxed,-6.274299622,-6.283417225,-401.5551758,-402.1387024
BEHWIU_FSR_relaxed,-6.536726475,-6.543494225,-705.9664593,-706.6973763
QOHHEB_FSR_relaxed,-6.865364075,-6.860586643,-755.1900482,-754.6645308
LUPCIK_FSR_relaxed,-6.89932251,-6.888738632,-372.5634155,-371.9918861
QARROS_FSR_relaxed,-7.226225376,-7.235088348,-476.9308748,-477.515831
XEJREL_FSR_relaxed,-6.776918888,-6.783014297,-1694.229722,-1695.753574
VOFVIW_FSR_relaxed,-7.088078022,-7.086573601,-637.927022,-637.7916241
VEFHAQ_FSR_relaxed,-6.58049202,-6.574388027,-486.9564095,-486.504714
OYEBIE_FSR_relaxed,-6.713677406,-6.7126441,-1154.752514,-1154.574785
DUQCAU01_FSR_relaxed,-6.921758175,-6.929891109,-442.9925232,-443.513031
ROVWIK_FSR_relaxed,-6.585467815,-6.598007679,-869.2817516,-870.9370136
BIYYUE_FSR_relaxed,-7.141716003,-7.136831284,-542.7704163,-542.3991776
CEBJAV_FSR_relaxed,-5.98357296,-5.996101379,-550.4887123,-551.6413269
CILXIE_FSR_relaxed,-6.869566917,-6.844263554,-563.3044872,-561.2296114
BIZJOK_FSR_relaxed,-6.295864582,-6.308197021,-428.1187916,-428.9573975
LUTKES_FSR_relaxed,-6.510392666,-6.50290966,-664.0600519,-663.2967854
AKAYER_FSR_relaxed,-6.746695042,-6.746794701,-701.6562843,-701.6666489
SOPDAD_FSR_relaxed,-5.815886021,-5.815822601,-558.325058,-558.3189697
BOZDOL_FSR_relaxed,-7.670961857,-7.679648399,-606.0059867,-606.6922235
KITHUR_FSR_relaxed,-6.597400665,-6.587185383,-1768.103378,-1765.365683
NATKAX_FSR_relaxed,-6.847046375,-6.854045868,-1040.751049,-1041.814972
ASAWAT_FSR_relaxed,-6.631340504,-6.632676601,-636.6086884,-636.7369537
JUGMUV_FSR_relaxed,-7.004694462,-7.00518465,-602.4037237,-602.4458799
RUQBOW01_FSR_relaxed,-6.769146919,-6.77353096,-379.0722275,-379.3177338
DAZHAO_FSR_relaxed,-6.58441782,-6.596167088,-572.8443503,-573.8665366
ECUSOM_FSR_relaxed,-5.454829216,-5.47284317,-425.4766788,-426.8817673
DALQEO_FSR_relaxed,-7.035352707,-7.025270939,-984.949379,-983.5379314
CIZXER_FSR_relaxed,-6.809715748,-6.802077293,-340.4857874,-340.1038647
PIKYOA_FSR_relaxed,-6.531657219,-6.53785181,-587.8491497,-588.4066629
GOCTAV_FSR_relaxed,-6.939852238,-6.933991909,-687.0453715,-686.465199
DAXWIJ_FSR_relaxed,-7.396790504,-7.397638798,-473.3945923,-473.4488831
CINNAP_FSR_relaxed,-6.556188107,-6.546675205,-865.4168301,-864.1611271
XEHYAL_FSR_relaxed,-7.753734112,-7.704481125,-387.6867056,-385.2240562
JOJHUM_FSR_relaxed,-6.823385715,-6.827386856,-341.1692858,-341.3693428
ISUMAK_FSR_relaxed,-6.778197289,-6.775194645,-366.0226536,-365.8605108
TIPRAL_FSR_relaxed,-6.564601898,-6.572377205,-203.5026588,-203.7436934
XECLOJ_FSR_relaxed,-6.466675282,-6.455942631,-465.6006203,-464.8278694
EKOPOK_FSR_relaxed,-6.762290001,-6.758798599,-1136.06472,-1135.478165
GIKBUY01_FSR_relaxed,-6.785706997,-6.799437523,-922.8561516,-924.7235031
HORHAX01_FSR_relaxed,-6.280086517,-6.282500267,-452.1662292,-452.3400192
HUTRUK_FSR_relaxed,-7.098755836,-7.099041462,-1050.615864,-1050.658136
ROSKOB_FSR_relaxed,-6.961185932,-6.962164402,-612.584362,-612.6704674
RIBNUO_FSR_relaxed,-6.406202793,-6.404733658,-563.7458458,-563.6165619
VAHNUP_FSR_relaxed,-6.363827229,-6.362398624,-343.6466703,-343.5695257
TACSIB_FSR_relaxed,-5.357219219,-5.364636421,-342.86203,-343.336731
AYUWUM_FSR_relaxed,-6.02500248,-6.026402473,-1421.900585,-1422.230984
ONIROU_FSR_relaxed,-7.156572819,-7.154963017,-930.3544664,-930.1451921
LUFHUR_FSR_relaxed,-7.004478455,-6.996875286,-602.3851471,-601.7312746
NIYPET_FSR_relaxed,-6.993667603,-6.984864235,-587.4680786,-586.7285957
UVAPAJ_FSR_relaxed,-6.978754044,-6.974655628,-586.2153397,-585.8710728
QOLHAB01_FSR_relaxed,-6.915284634,-6.906523705,-719.1896019,-718.2784653
SIXDUZ_FSR_relaxed,-7.026279926,-7.018876553,-449.6819153,-449.2080994
DUFHAP_FSR_relaxed,-6.200821877,-6.205098629,-595.2789001,-595.6894684
ECOWOI_FSR_relaxed,-6.407803535,-6.407493114,-768.9364243,-768.8991737
MOYVUS_FSR_relaxed,-6.642316818,-6.647856236,-730.65485,-731.2641859
AQODOA_freeONLY_relaxed,-6.163572311,-6.169003487,-862.9001236,-863.6604881
LEDBUS_FSR_relaxed,-6.290687561,-6.275650978,-754.8825073,-753.0781174
PEPXOY01_FSR_relaxed,-6.491109371,-6.489193439,-571.2176247,-571.0490227
WOPDOV_FSR_relaxed,-6.816382885,-6.818898201,-627.1072254,-627.3386345
IWOKUC_freeONLY_relaxed,-6.362617493,-6.361556053,-1921.510483,-1921.189928
